Name,Link,Universe,Other Aliases,Education,Place of Origin,Identity,Known Relatives
Master Order,https://www.marvel.com/characters/master-order,['Marvel Universe'],['None'],['Inapplicable'],['Inapplicable'],['Inapplicable; Existence is not known to the general populace of Earth'],"['Inapplicable; Partner of Lord Chaos, In-Betweener (creation)']"
Master Pandemonium,https://www.marvel.com/characters/master-pandemonium,['Marvel Universe'],"['""The abode of all dimensions"" (translation of Pandemonium)']",['Unrevealed'],"['Rutland, Vermont']",['Publicly known'],['None']
Mastermind,https://www.marvel.com/characters/mastermind-jason-wyngarde,['Marvel Universe'],,,,['Secret'],['Lady Mastermind (daughter) and Mastermind (Martinique Jason)']
Mastermind,https://www.marvel.com/characters/mastermind-martinique-jason,['Marvel Universe'],['Martinique Jason'],['Unrevealed'],"['Wimbledon Village, London, England']",['Secret'],"['Jason Wyngrade (father, deceased), Regan Wyngarde (Lady Mastermind, half-sister)']"
Matriarch,https://www.marvel.com/characters/matriarch,['Marvel Universe'],['Slink'],['Unrevealed'],"['Unrevealed, possibly the planet of Sirus X']",['Unknown to the general populace of Earth is unaware of her existence.'],['None known']
Matsu'o Tsurayaba,https://www.marvel.com/characters/matsu-o-tsurayaba,['Marvel Universe'],['Matta'],['Unrevealed'],['Unrevealed location in Japan'],['No dual identity'],['None']
Matthew Murdoch,https://www.marvel.com/characters/matthew-murdoch-earth-311,['Marvel 1602 (Earth-311)'],['None'],['Unrevealed'],['Ireland'],['Secret'],['Unrevealed']
Matthew Risman,https://www.marvel.com/characters/matthew-risman,['Marvel Universe'],,,,,
Maul,https://www.marvel.com/characters/maul,['Marvel Universe'],['Maul'],['Unrevealed'],['Unrevealed'],,['Unknown']
Maureen Logan,https://www.marvel.com/characters/maureen-logan-earth-807128,['Earth-807128'],,,,,"['James Howlett/Logan (Wolverine, husband), Jade Logan (daughter, deceased), Scotty Logan (son, deceased)']"
Mauvais,https://www.marvel.com/characters/mauvais,['Marvel Universe'],"['Wendigo, ""Evil"" (literal translation of alias)']",['Unrevealed'],['Unrevealed'],['Secret'],['None']
Maverick,https://www.marvel.com/characters/maverick-chris-bradley,['Marvel Universe'],"['Formerly Bolt, ""Bulk,"" Brian Johnson']",['High school (incomplete)'],"['Duchess County, New York City, New York']",['Secret'],"['Robert Bradley (Frank Johnson, father), Marion Bradley (Rose Johnson, mother), Catherine Bradley (Jennifer Johnson, sister)']"
Maximus,https://www.marvel.com/characters/maximus,,,,,,
May Parker,https://www.marvel.com/characters/may-parker-proto-husk,['Marvel Universe'],['None'],['Unrevealed'],"['Arnim Zola’s laboratory; Dallas, Texas']",['Secret'],['Ben Parker (Proto-Husk) (“husband”)']
May Parker,https://www.marvel.com/characters/may-parker-ultimate,['Ultimate Universe'],['None'],['Unrevealed'],['Unrevealed'],['No dual identity'],"['Ben Parker (husband, deceased), Richard Parker (brother-in-law, deceased), Mary Parker (sister-in-law, deceased), Peter Parker (Spider-Man, nephew), unidentified sister (deceased), unidentified mother (deceased)']"
Maya,https://www.marvel.com/characters/maya-maya-teraxtola,['Marvel Universe'],,['Unrevealed'],['An unidentified location in the Egolix-7 dimension'],['Unknown to the general populace of Earth'],"['Unidentified parents, Darklore (husband)']"
Maya Hansen,https://www.marvel.com/characters/maya-hansen,,['None'],['Unrevealed'],['Unrevealed'],['Publicly Known'],['Unrevealed']
MAYHEM,https://www.marvel.com/characters/mayhem-brigid-o-reilly,,,,,,
Mayhem,https://www.marvel.com/characters/mayhem-earth-982,['Earth-982'],"['April Parker, Goblin God; impersonated Spider-girl May Parker']","[""Possesses May Parker's high school memories""]","['castle Osborn, Switzerland Earth-982']",['Secret'],"['May Parker (Spider-Girl, genetic progenitor), Venom symbiote (genetic progenitor, deceased), other relations through genetic progenitors']"
Mduul,https://www.marvel.com/characters/mduul,['Marvel Universe'],['Peacekeeper-General Mduul'],['Unrevealed'],"[""M'Ndavi, tenth from the sun of the B'Ibwo star system""]",['The general populace of Earth was unaware of his existence'],['None']
Meanstreak,https://www.marvel.com/characters/meanstreak-earth-928,['Marvel 2099 (Earth-928)'],['None'],['Unrevealed'],['Unrevealed'],['Publicly Known'],['Unrevealed']
Mechamage,https://www.marvel.com/characters/mechamage,['Marvel Universe'],['Impersonated Alyssa Moy'],['Unrevealed'],"['Unrevealed, but currently resides somewhere in Texas']",['Secret'],['Unknown']
Medusa,https://www.marvel.com/characters/medusa,,,,,,
Meer'lyn,https://www.marvel.com/characters/meer-lyn,['Marvel Universe'],['Unrevealed'],['Unrevealed'],['Unrevealed'],['Secret'],['Unknown']
Megalith,https://www.marvel.com/characters/megalith,['Marvel Universe'],['None'],['N/A'],['Unrevealed'],['Unrevealed'],['N/A']
Meggan,https://www.marvel.com/characters/meggan,['Marvel Universe'],"['Gloriana, Goblin Princess, Meggan Puceanu Braddock, Meggan Puceanu']",['Tutored by Brian Braddock and Douglock to high school level; otherwise self-taught from watching television'],"['Near Fenborough Station, London, England']",['No dual identity'],"['William (father), unidentified mother, Brian Braddock (Captain Britain, husband), James Braddock, Jr. (Jamie Braddock, brother-in-law), Elizabeth ""Betsy"" Braddock (Psylocke, sister-in-law), Sir James Braddock (father-in-law, deceased), Lady Elizabeth Braddock (mother-in-law, deceased)']"
Melinda May,https://www.marvel.com/characters/melinda-may,,,,,,
Melter,https://www.marvel.com/characters/melter-bruno-horgan,['Marvel Universe'],['None'],['Unrevealed'],"['Queens, New York City, New York']",['Publicly known'],['Unnamed ex-wife']
Melter,https://www.marvel.com/characters/melter-christopher-colchiss,['Marvel Universe'],['None'],['Unrevealed'],['Unrevealed'],['Secret'],['Unidentified parents (deceased)']
Menace,https://www.marvel.com/characters/menace,['Marvel Universe'],"['Menace of Manhattan, Grey Goblin, Mock-Goblin']",['Collage graduate'],"['St. Albans, Queens, New York']",['Secret'],"['William ""Bill"" Hollister (father), mother (unidentified)']"
Mendel Stromm,https://www.marvel.com/characters/mendel-stromm,['Marvel Universe'],"['Gaunt, Robot-Master']",['Ph.D. in robotics'],"['Bellows Falls, Vermont']",['Known to authorities'],['None']
Mendez,https://www.marvel.com/characters/mendez,['Marvel Universe'],['None'],['Unrevealed'],['Presumably Xarth Three'],['Secret'],['Unrevealed']
Mennonite,https://www.marvel.com/characters/mennonite,,['The Mennonite'],,,,
Mentallo,https://www.marvel.com/characters/mentallo,['Marvel Universe'],['Think Tank'],['Unrevealed; S.H.I.E.L.D. training'],"['Watford City, North Dakota']",['Known to the authorities'],['unrevealed']
Mentor,https://www.marvel.com/characters/mentor-alars,['Marvel Universe'],,"['Unrevealed, knowledge of science and technology far in advance of present day Earth.']","['Titanos, Northern Asia']","[""The general populace of Earth is unaware of Mentor's existence.""]","['Kronos (father), Daina (mother, presumed deceased), Sui-San (wife, deceased), Eros (Starfox, son), Thanos (son), Zuras (brother), Cybele (sister-in-law), Thena (niece), Uranos (Uncle, deceased), Deborah Ritter (grandniece), Donald Ritter (grandnephew), Nebula (alleged great-granddaughter), Gamora (alleged great-granddaughter)']"
Mentor,https://www.marvel.com/characters/mentor-alien,['Marvel Universe'],['None'],['Unrevealed'],"[""Unrevealed planet in the Shi'ar Empire""]",['Secret'],['Unknown']
Mephista,https://www.marvel.com/characters/mephista,['Marvel Universe'],"['Daughter of Mephisto, Ullikumis']",['Unknown'],['Unknown'],['Existences unknown to the general populaces of Earth'],"['Mephisto (father), Blackheart (brother); Daimon Hellstrom (Hellstorm, quasi-brother), Satana Hellstrom (quasi-sister), Mikal Drakonmegas (Hellfire, quasi-brother)']"
Mephisto,https://www.marvel.com/characters/mephisto,['Marvel Universe'],"['Beelzebub, the Devil, Legion, Lucifer, Mephistopheles, Jack Scratch, Nick Scratch, Old Nick, Satan, the Adversary, Great Corruptor, Devourer of Souls, Master of the  Realm of Lost Souls, His Satanic Majesty, Evil Incarnate, Dark Lord of all that is Evil, Master of Malice, Securer of the Seven Sins, Whisperer in Darkness, Foul Pact Maker, Dread  Persuader, Serpent, Spirit of Universal Lies, “Muffy,” Maya, “A Friend,” the Messenger; Lord of the Lower Depths, Darkness, the Lost, Despair, Hate and Evil, Pain, the Dark Underworld, the Netherworld, Depravity, Evil, and Temptation; Prince of Deceivers, Darkness, Liars, Lies, and Devils; impersonated Don Blake, many others']",['Extensively self-taught'],['Unknown (Earth)'],['Existence unknown to the general public; often mistaken for the Biblical Satan'],"['Blackheart (son), Mephista (daughter); presumptive relationship to other Hell-lords; quasi-paternal relationship to Mikal Drakonmegas (Hellfire) and Daimon (Hellstorm) and Satana Hellstrom; formerly engaged to Spohrrinox']"
Meranno,https://www.marvel.com/characters/meranno,['Marvel Universe'],['U-Man'],,['Atlantis'],"[""Meranno's existence is not known to the gerneral public of the surface world""]",['None']
Mercedes Merced,https://www.marvel.com/characters/mercedes-merced,['Marvel Universe'],['The Hub'],['SHIELD training'],['Unrevealed'],['Known to authorities'],['Taskmaster (husband)']
Mercedes Wilson,https://www.marvel.com/characters/mercedes-wilson,['Marvel Universe'],"['Angel with a dirty halo, Angel']",['Teaching degree at an unidentified university'],['Unrevealed'],['No dual identity'],"['Wade Wilson (husband), parents unidentified']"
Mercurio,https://www.marvel.com/characters/mercurio,['Marvel Universe'],"['The Fourth-Dimensional Man, Karl Sarron']",['Unrevealed'],['Garamos'],['Secret'],['None']
Mercury,https://www.marvel.com/characters/mercury,,,,,['Secret'],"[""Cerebro (creator), Cerebro's X-Men (siblings)""]"
Merlin,https://www.marvel.com/characters/merlin,,,,,,
Merlin Demonspawn,https://www.marvel.com/characters/merlin-demonspawn,['Marvel Universe'],"['Maha Yogi, Warlock, Mad Merlin; impersonated Merlin']",['Tutored by the Caretakers; extensively self-taught'],"['Central European continent, circa 83rd century B.C.']",['True nature (and multiple identity usage) unknown to the general inhabitants of Earth.'],['None']
Mesmero,https://www.marvel.com/characters/mesmero,['Marvel Universe'],"['Thomas, Thorton, Junichi, The Wizard, others']",['Unrevealed'],['Unrevealed'],['Secret'],"['Unidentified mother (deceased), unidentified father (deceased)']"
Mesmero,https://www.marvel.com/characters/mesmero-earth-127,['Earth-127'],['Brother Mutant'],['Unrevealed'],['Earth-127'],['Secret'],['Unrevealed']
Mesmero,https://www.marvel.com/characters/mesmero-earth-5700,['Earth-5700'],"['Thomas, Thorton, Junichi, The Wizard, others']",['Unrevealed'],['Unrevealed'],['Secret'],"['Unidentified Mother (deceased), Unidentified Father (deceased)']"
Mesmero,https://www.marvel.com/characters/mesmero-earth-653,['Earth-653'],"['Thomas, Thorton, Junichi, The Wizard, others']",['Unrevealed'],['Unrevealed'],['Secret'],"['Unidentified Mother (deceased), Unidentified Father (deceased)']"
Mess,https://www.marvel.com/characters/mess,['Marvel Universe'],['None'],['Unrevealed'],['Florida'],['Secret'],"['Johnny Martin (son, deceased), Steve and Patty (last names unrevealed, relatives)']"
Messiah,https://www.marvel.com/characters/messiah-s-met-kth,['Marvel Universe'],"['Destroyer, Ultimate Destroyer']",['Unrevealed'],['Unrevealed'],"[""Existence unknown to the Earth's general population""]",['None']
Metalhead,https://www.marvel.com/characters/metalhead-earth-928,['Marvel 2099 (Earth-(928)'],['Eddie'],['Unrevealed'],['Unrevealed'],['Publicly Known'],['Joaquim Eduardo Vasquez (godson)']
Mettle,https://www.marvel.com/characters/mettle-ken-mack,['Marvel Universe'],['Big Monster Guy'],['Unrevealed'],['Somewhere in Hawaii'],['Secret'],['Unidentified parents']
Mia the Magic Girl,https://www.marvel.com/characters/mia-the-magic-girl-mia-dimaria,,,,,,
Micro,https://www.marvel.com/characters/micro-david-lieberman,,,,,,
Microbe,https://www.marvel.com/characters/microbe-zach-smith,['Marvel Universe'],['None'],['High School'],['Unrevealed'],['Secret'],"['Zachary Smith (father, deceased), Dwayne Taylor (Night Thrasher, legal guardian)']"
Micromax,https://www.marvel.com/characters/micromax,['Marvel Universe'],['Mr. Right'],['Unrevealed'],"['Southend-on-Sea, Essex, England']",['Known to U.K. authorities'],['None']
Midnight Man,https://www.marvel.com/characters/midnight-man-anton-mogart,,,,,,
Midnight Sun,https://www.marvel.com/characters/midnight-sun,['Marvel Universe'],"['Midnight, the Dark Destroyer']","[""Privately tutored by Fu Manchu's staff""]",['Unidentified African village'],['Legally dead on Earth; fugitive of the Kree Empire'],['Unidentified parents (deceased)']
Midwife,https://www.marvel.com/characters/midwife,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],['Chthon (father/creator)']
Miek,https://www.marvel.com/characters/miek,['Marvel Universe'],"['King Miek, Miek the Unhived']",['No formal education'],"['Planet Sakaar, Tayo star system, Fornax galaxy']",['No dual identity'],"['Unidentified father (deceased), many unidentified siblings']"
Mikaboshi,https://www.marvel.com/characters/mikaboshi,['Marvel Universe'],"['August Star of Heaven, Ama-No-Kagaseo']",['Extensively self-educated'],['Ama (The Primordial Void)'],"[""The general populace of Earth was unaware of Mikaboshi's existence.""]",['None']
Millie The Model,https://www.marvel.com/characters/millie-the-model,['Marvel Universe'],"['The Blonde Phantom, Millie the Marvel, the Blonde Bombshell']","['High school graduate, some college']","['Sleepy Gap, Kansas']",['Publicly known'],"['George (father), Nancy (mother), Spencer Michael (brother), Misty (niece), Evelyn (aunt), Lily (cousin), Dee-Dee (cousin)']"
Mimic,https://www.marvel.com/characters/mimic-calvin-rankin,['Marvel Universe'],"['Cal, Wolverine']",['College Graduate'],"['Passiac, New Jersey']",['Secret'],"['Ronald Rankin (father, deceased)']"
Mimic,https://www.marvel.com/characters/mimic-earth-12,['Earth-12'],['None'],['College graduate'],"['New York, New York']",['Publicly known'],"['Ronald Rankin (Father, deceased)']"
Mimic,https://www.marvel.com/characters/mimic-earth-5700,['Earth-5700'],['None'],['Unrevealed'],"['Passiac, New Jersey']",['Secret'],"['Ronald Rankin (father, deceased)']"
Mimic,https://www.marvel.com/characters/mimic-earth-58163,['House of M (Earth-58163)'],"['Cal, Agent Rankin']","['Military training, possible College Graduate']","['Passiac, New Jersey']",['Secret'],"['Ronald Rankin (father, unrevealed)']"
Mimic,https://www.marvel.com/characters/mimic-earth-6871,['Earth-6971'],['Cal'],['Unrevealed'],"['Passiac, New Jersey']",['Secret'],"['Ronald Rankin (father, deceased)']"
Mimic,https://www.marvel.com/characters/mimic-earth-956,['Earth-956'],['None'],['Unrevealed'],"['Passiac, New Jersey']",['Secret'],"['Ronald Rankin (father, deceased)']"
Mind-Wave,https://www.marvel.com/characters/mind-wave-erik-gelden,,,,,,
Mindful One,https://www.marvel.com/characters/mindful-one,,,,,,
Mindmeld,https://www.marvel.com/characters/mindmeld,['Marvel Universe'],['None'],,,,
Mindstar,https://www.marvel.com/characters/mindstar,['Marvel Universe'],,['Unrevealed'],['Unrevealed'],['Secret'],['None']
Mindworm,https://www.marvel.com/characters/mindworm,['Marvel Universe'],['None'],['High-school equivalent from orphanage'],['New York'],['Publicly known'],['Mother and father (both deceased)']
